"","factor_list","n","cv","co-efficients","p-values","RMSE","RSS","adjR","model_p_sign"
"502","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 2","-0.0007077556693154, 0.0122360342642164, 0.189107261350783, 0.000220473096763182, 0.350706447850035, 0.0131349291393756","0.684432110267716, 0.00116018074333158, 0.0079938719220739, 0.359007125196683, 0.00246191556239043, 0.0275236553701951","0.0106048000896277","0.0125024362094945","0.594657414722026","2.10583979499012e-10"
"503","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 3","0.00190827837856132, 0.0149252022001748, 0.2705963264157, 0.000814704161105055, 0.244187600392528, 0.00646009430812325","0.288666860707697, 0.00010485065791683, 0.000484879210390771, 0.0641826438438007, 0.0318999618493888, 0.00965707523460143","0.0105076520515321","0.0113123843263615","0.570718474028168","9.1644304033689e-10"
"504","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 4","0.000504308929407555, 0.0126386132924214, 0.248021466747679, 0.000448610707547182, 0.272062740530264, 0.00986205152820576","0.817096622123613, 0.0064911890243555, 0.00221587678749825, 0.0800321513060512, 0.0331535548156587, 0.185787484511867","0.0120421731038359","0.0131844148282144","0.544825156731191","4.09117891000327e-09"
"505","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 5","0.00240298947418484, 0.0104743340549343, 0.197804588052873, 0.00123792865071522, 0.241073149070942, 0.00989321218313937","0.165533579439852, 0.00147976093563663, 0.0116982253428017, 0.00508505637336948, 0.0411199973904674, 0.000232328402932565","0.00950858276825765","0.00985443551627343","0.578753398198269","5.64957670029308e-10"
"506","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 6","0.001450907664892, 0.0119087902486057, 0.311609933766829, 0.000203919362049804, 0.241849158119628, 0.00622611944670525","0.430205388216238, 0.000417572352499078, 0.00015848020345363, 0.357333238237597, 0.0445678463633743, 0.010985894905326","0.0103729555750127","0.0115549764168934","0.619674891074603","4.09425142254638e-11"
"507","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 7","0.000773553110786252, 0.0125246153143498, 0.228488317441745, 0.000417844206017182, 0.240483903591563, 0.00394861964190285","0.677949794828592, 0.000421830694669524, 0.00305957101555523, 0.0778327925491443, 0.0528214186984982, 0.353839556932358","0.0107402053036649","0.0112855584176757","0.556317005511664","2.13037335463022e-09"
"508","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 8","-0.00219744373915167, 0.0151772468611078, 0.294020300032274, 0.000409867228446864, 0.359066335903445, 0.00921753339546924","0.30858257762873, 2.79713338333213e-05, 0.000517934964832157, 0.0584018367900702, 0.00452347649091197, 0.000695119035068337","0.010438812429901","0.0143991670669452","0.661722447497308","1.99105095717728e-12"
"509","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 9","-0.000314519014241964, 0.0119915098854442, 0.199182850974199, 0.00181489852902255, 0.398737830246505, 0.0114624560221813","0.854715157841945, 0.000469163888902891, 0.00139374131075248, 0.00014076490468589, 0.000362404968410774, 0.0127671073581861","0.00995353109724123","0.00832374994099955","0.727179988504825","7.50659145627688e-15"
"510","Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS","6","cv 10","-0.000835202588851331, 0.0128008492102221, 0.260308911753186, 0.000945992028537552, 0.42761158970147, 0.00980547494712487","0.62644518451243, 0.0016022076463918, 0.000613882201129343, 0.0799302131653131, 9.7275873999831e-05, 0.000163053118994188","0.0103622645025519","0.00935747232205443","0.656034490458972","3.06426302099113e-12"
"511","Q3 Q4 xYield_GS10 xYield_NYXRSA xYield_TB3MS","6","cv 1","0.0119613041932657, -0.0208892434470482, -0.0169615827129512, 0.0338475320270481, 0.595754111776546, 0.00929466037682937","6.25806012827924e-08, 8.45954441078688e-08, 1.13325669630371e-06, 0.0255570179377524, 2.79365108889596e-11, 2.04066830006189e-05","0.00926520936633061","0.00698025856289494","0.713002092739357","2.80361776729624e-14"
"512","Q3 Q4 xYield_GS10 xYield_NYXRSA xYield_TB3MS","6","cv 2","0.0125514946698383, -0.0184684979078686, -0.0184421576972845, 0.0187658278660003, 0.629399592889292, 0.00872590073113605","6.29263362669291e-08, 2.2467404531557e-06, 3.86417469798021e-07, 0.310345600296341, 7.89069184564854e-11, 0.000160033652755115","0.00967461016845195","0.00802096485130381","0.667295838787334","1.29545438818137e-12"
"513","Q3 Q4 xYield_GS10 xYield_NYXRSA xYield_TB3MS","6","cv 3","0.0108816771608515, -0.0154453640367399, -0.0145272885733286, 0.0253576489403614, 0.730321346048596, 0.00923204832439018","6.36647079009866e-06, 8.55296173570249e-05, 0.000271513691180517, 0.149604858834601, 4.02415779567506e-11, 0.0716157546968579","0.0102873974902937","0.00797447772362745","0.702691699473369","7.01387873460682e-14"
