"","factor_list","n","cv","co-efficients","p-values","RMSE","RSS","adjR","model_p_sign"
"2516","Q3 Q4 xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 6","0.0155798912610385, -0.0161811207306363, -0.0203293530521723, 0.00144208121242404, 0.524330893591941, -0.952553822809082, 0.0109658550156886","0.0154258327156592, 7.63001204923939e-06, 2.80605146296152e-07, 0.0111338703560701, 6.01797139349937e-10, 0.710548087941225, 6.25110805197686e-06","0.00912706332500644","0.0115248987198605","0.729644093501579","2.20782223759699e-14"
"2517","Q3 Q4 xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 7","0.0172676291333066, -0.0179597130449466, -0.0160148864836689, 0.000365071191759672, 0.425651526041928, -1.05260454547631, 0.00705496484846436","0.00942168879841806, 3.57203048253891e-06, 3.05691016546115e-05, 0.0661422602277418, 7.80396607083933e-07, 0.697092237518043, 0.00177796160271015","0.00936003056102609","0.00803779473943483","0.593258844400518","6.47402032124711e-10"
"2518","Q3 Q4 xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 8","0.020690239482575, -0.0130279390025911, -0.0106642889268214, 0.000901227639586728, 0.444171643124314, -3.45956470029143, 0.000766863903962889","0.000589186622466587, 0.000151915552837794, 0.00345063017959492, 0.028346188915542, 7.64363507814711e-08, 0.141544060682071, 0.87727331376182","0.00867387953581961","0.0070387495439149","0.579321175717273","1.497544202221e-09"
"2519","Q3 Q4 xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 9","0.00923328813884066, -0.0165488887958392, -0.0178543221620034, 0.000247779813785718, 0.523815773767001, 1.38195259662873, 0.0112951572428993","0.136961934738556, 1.36132090763741e-05, 3.67726758070273e-06, 0.247843638469703, 1.0787847096142e-08, 0.589302139107281, 8.88716029076156e-06","0.00942516655227773","0.00662634824276651","0.668428020712093","3.86054498091304e-12"
"2520","Q3 Q4 xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 10","0.0131250865970898, -0.0181157750755336, -0.0191481770035548, 0.00034661722283865, 0.697525056185174, 0.0968423885570458, 0.00474826836991158","0.0565533200951399, 2.08170741494339e-05, 6.67480725086135e-06, 0.13813682813365, 4.56163717569067e-10, 0.971951203380895, 0.218145204645934","0.0106217058282267","0.0193756036915596","0.700884491966389","2.86326775063092e-13"
"2521","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 1","0.0073499267577585, -0.0254316631584954, -0.0200447193712561, 0.446667583748456, -0.000669704385690118, 0.224735046384647, 1.91350262033993","0.269571425275147, 4.14998978122047e-09, 4.19983292398294e-06, 8.7065829684767e-11, 0.502420252292232, 0.00410596975955291, 0.496822626243256","0.00981808053800003","0.00752150189993235","0.721664744755932","4.61922307996234e-14"
"2522","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 2","0.00375405919343591, -0.0208081006448756, -0.018904038926468, 0.425846732750902, 0.000603487409719138, 0.25207384428523, 2.33954026426435","0.548460870986167, 1.65354221011573e-07, 3.4330176907813e-06, 1.88044619107246e-10, 0.00404983779729844, 0.00131291450108864, 0.371979527641499","0.00935310057036184","0.0133180834614177","0.734997024620282","1.32852279822626e-14"
"2523","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 3","0.00324645943154074, -0.0259266039835151, -0.0168945983608033, 0.382121767929633, 0.000564412889183816, 0.288902106601066, 3.38479005406308","0.591694616320454, 3.79736754246239e-09, 1.2421503278323e-05, 1.15948528718716e-09, 0.172645996105795, 0.00108177501351467, 0.192578041841887","0.00940909322774304","0.00789754736917615","0.676231534176278","2.11776449105185e-12"
"2524","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 4","0.0114196335766882, -0.0253584016903451, -0.017045614633717, 0.36227077708888, -0.000370515520166651, 0.276090555900403, -0.105485119809652","0.0738810961273543, 6.15691329854073e-09, 2.24569543536253e-05, 8.46071191148856e-09, 0.490819769543477, 0.00151527756866142, 0.968656788920444","0.00998302679193679","0.00779208846552112","0.665438103256893","4.8402640312481e-12"
"2525","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 5","0.0111293511716432, -0.0255017933707309, -0.0186055353667656, 0.411308955978357, 0.000365282606035837, 0.282121984975521, -0.0533236839964143","0.14323240023981, 1.11715735824051e-07, 5.72144944081663e-05, 4.42866714697098e-10, 0.436387442116493, 0.000909060738209788, 0.987239324728041","0.0110395253635241","0.0104033077909953","0.702321427558286","2.53476239065623e-13"
"2526","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 6","0.00889989132940363, -0.0249048592785184, -0.0179369664722076, 0.444512150861866, 0.000176905141708076, 0.265000486081392, 1.10144596126578","0.226918647697436, 4.76254910090717e-08, 8.73905845733732e-05, 4.07188094340632e-09, 0.693575404140634, 0.00192099232186703, 0.725610589192546","0.0106415803919031","0.00987335592304111","0.701645280205518","2.68456422055979e-13"
"2527","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 7","-0.000684369749303039, -0.0233633781733555, -0.0192575722479278, 0.539873559305528, 0.00066752286562343, 0.171333944566305, 4.57440231437984","0.910338846419969, 2.84103023314783e-09, 1.68464026126773e-08, 6.83001771374516e-12, 0.545156143808563, 0.00572767465598872, 0.0689151132018593","0.00846105812177836","0.00560361389185175","0.738690786233622","9.29939495862132e-15"
"2528","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 8","0.0132427221835126, -0.0262335254320574, -0.0163275330951245, 0.29704412695027, -0.000821875960482097, 0.246871289392552, -0.0453576472292272","0.0324876660341548, 3.83938889992927e-11, 2.13671381742544e-05, 3.88734024557721e-06, 0.0796755693602179, 0.0032518804905074, 0.984982213520096","0.0089935378664265","0.00726148423364477","0.606809881757356","2.78019486218553e-10"
"2529","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 9","0.0192837944656625, -0.0233269242397798, -0.013413402503436, 0.292702211373963, 0.000181205694499158, 0.296712073402481, -2.42037740136698","0.0014792813481042, 1.88874007467781e-09, 8.81654825027922e-05, 2.90338186479345e-08, 0.636362186970796, 8.01697638011841e-05, 0.30269748479089","0.00839189826594724","0.00688830254238969","0.683705561438384","1.17462389765268e-12"
"2530","Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM","7","cv 10","0.0202298168860661, -0.0240057240708986, -0.0164719126113915, 0.291329080855122, 0.000396423674741218, 0.26404481635237, -2.54988210189157","0.00182989564640429, 1.26264194997916e-07, 2.53718105145268e-05, 1.42417521117061e-06, 0.0528792685245351, 0.000241767576135434, 0.327069793777981","0.00941894089237722","0.00684838753904579","0.652653487617936","1.24377404555674e-11"
"2531","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 1","0.0117497893485724, -0.0181206330845359, -0.0156263098090428, 0.263787930461636, 0.0332921195512672, 0.388916198739161, -0.000783838797222042","4.58635202035699e-08, 1.04804324602861e-07, 3.2999529556897e-06, 0.00116254195327346, 0.0214437724961784, 0.000683573979461722, 0.597019814431786","0.00863242949607131","0.00590541412007851","0.708535386411814","1.48585756155564e-13"
"2532","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 2","0.0125586413870966, -0.0183317271175733, -0.0192745436581096, 0.241593830320685, 0.0336511872475935, 0.407814633668433, 0.000595305617522786","9.94593939777821e-09, 5.21700212224862e-07, 7.90663810539072e-06, 0.00100833014496649, 0.0139302710506831, 0.000174765949617356, 0.11651515475722","0.00941296841255492","0.0077906063802433","0.73104102579772","1.93567933139405e-14"
"2533","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 3","0.0138285747858701, -0.0185605915875158, -0.0189066759212547, 0.299560748291955, 0.0432911665389913, 0.280710642743004, 0.000670456780775223","4.85435902839679e-09, 2.88502599643016e-06, 8.12114422866224e-07, 8.70986835875146e-05, 0.00586023805562435, 0.0291657532721246, 0.0771300022851211","0.00961281950033759","0.00836309654377539","0.742901976457353","6.15269491423604e-15"
"2534","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 4","0.0103540275516733, -0.0160703710690848, -0.0156039974779768, 0.251656427212343, 0.0272153028237422, 0.369652643797632, 0.000494645151620907","7.11894652063456e-08, 2.48884993784931e-07, 5.04706598849725e-07, 0.000196128004578659, 0.0236938399752088, 0.000331989900767818, 0.134393542359559","0.00785944924258182","0.00549890852007443","0.804516923069919","5.65922161446848e-18"
"2535","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 5","0.0157283914499786, -0.0241217976399817, -0.0229493993005848, 0.191617637541964, 0.0309186889210766, 0.352634889269373, 0.00069391519793341","2.8463578514873e-08, 1.34169728617123e-07, 5.45708703561527e-08, 0.0432427427937233, 0.0412337978371378, 0.0199276064919161, 0.114095738338098","0.0110443693739817","0.00969779280636339","0.687652879224257","8.55368425402858e-13"
"2536","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 6","0.0154902467318474, -0.0199644865336796, -0.0172532898524413, 0.223046325172184, 0.0210801968191466, 0.283205327371537, 0.00192410022943704","4.09762237407085e-11, 1.87741439762574e-07, 1.67778709484787e-06, 0.000512411655430186, 0.138817918952699, 0.00366447912954205, 0.0283334431055672","0.00894487914738516","0.00614790271331584","0.648879040061348","1.6320438991948e-11"
"2537","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 7","0.0151108081835542, -0.0214483011421607, -0.0177279743232622, 0.32588482542762, 0.0560086750816785, 0.144922061396344, 0.000443140305999047","3.17639280315181e-10, 8.37275410728436e-07, 2.29025325414223e-06, 3.34493281590079e-05, 0.001004023328817, 0.2075191888584, 0.276225467188193","0.00967761142253669","0.0088925175596105","0.725153163230247","3.35420171878997e-14"
"2538","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 8","0.0113533824147726, -0.0180685369566482, -0.0180849819196395, 0.254316390899964, 0.0402521370301614, 0.376209107991358, -0.0022919612298045","8.94242311745023e-08, 2.468991781005e-06, 9.70112606205294e-07, 0.000242187715453525, 0.00333182510221492, 0.000127556883420586, 0.28893963313862","0.00911557594844776","0.00734704291707057","0.720907595656977","4.94876012754117e-14"
"2539","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 9","0.0148868437783309, -0.0222925968569032, -0.0209666102478135, 0.254629747953609, 0.00741108766442153, 0.45131303996075, 0.00141848710737705","2.76055755492845e-09, 3.31428714140662e-08, 8.18600813017797e-08, 0.000269714634209042, 0.628086159623826, 1.97986692082371e-05, 0.10592703390063","0.00936275715899266","0.00782615369922768","0.731446068158364","1.86299233891004e-14"
"2540","Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_USSLIND","7","cv 10","0.0122858007621346, -0.0219645782114505, -0.0163380257048807, 0.200249660556587, 0.00999078856869772, 0.423072771428913, 0.000452833238830649","8.91335355238048e-11, 1.8523451888682e-11, 3.37276150939181e-08, 0.00132474558880526, 0.287790546305902, 2.4867643054674e-06, 0.156888258811865","0.00723270394068237","0.00466600118644465","0.783867537978431","7.37587799396193e-17"
"2541","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 1","0.0019822661637341, 0.0118982561562473, 0.125984285318251, 0.010857283002719, 0.380122185583585, 0.00940582287563229, 0.00115249123897188","0.475839790168687, 0.00705824732978012, 0.138381667849243, 0.914917993257031, 0.00542528581061938, 0.158527604869721, 0.0122832309121991","0.011182026175325","0.00979650971346598","0.534272757081767","1.85961889604267e-08"
"2542","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 2","-0.00595250264935309, 0.0206226719610433, 0.202158253022853, 0.245889081462922, 0.373199094176082, 0.00942050306743635, 0.000662781061396957","0.00336070608015337, 1.1915909098215e-08, 0.00410705563223378, 0.000580565332383533, 0.00145881801439158, 5.09303233274298e-05, 0.0763726035776725","0.00895318288097259","0.00585687532692252","0.743271142961946","5.93192463903296e-15"
"2543","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 3","-0.00494717615150776, 0.0154100485963422, 0.200887781010483, 0.334757463110294, 0.331211550019653, 0.00765725808734294, 0.000784828542847138","0.00868195919564847, 5.81342113358342e-05, 0.0100842749301594, 6.96557124599056e-05, 0.0144853240185731, 0.000377148525160839, 0.0299526311965446","0.00923933977425109","0.00683506403238256","0.738423823049513","9.54391054254793e-15"
"2544","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 4","-0.00463042231573614, 0.0185111662386593, 0.267996021895876, 0.154475751490939, 0.300672108491305, 0.00825769627551751, 0.000739659167037235","0.0089650371809612, 1.16803233577376e-07, 5.49528520805309e-05, 0.0303822852907947, 0.000721935766110384, 6.66492864181421e-05, 0.346808039744793","0.00829866017246715","0.00602551977398694","0.709822248407538","1.32831201705534e-13"
"2545","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 5","0.00118536537882835, 0.0126914303353979, 0.156093737214937, 0.135430311636333, 0.240731459505712, 0.00773822744985228, 0.00106902759653743","0.58766065552755, 0.00135315106396126, 0.0740834236436372, 0.131316723452058, 0.123140402926562, 0.0030509826406324, 0.0194021407991315","0.0108916163141536","0.0115198216229164","0.563827936298242","3.67579633055908e-09"
"2546","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 6","-0.00396882500466968, 0.0177456227287115, 0.307540825675313, 0.16475686630776, 0.375064122214499, 0.00103234556243992, 0.000395796716777541","0.0936174977083289, 1.06383223638448e-05, 7.47039508509774e-05, 0.0989983950590292, 0.00126693009532652, 0.827097175384604, 0.351699589003463","0.0103686941884235","0.0114616482350373","0.726075653218455","3.07986986321105e-14"
"2547","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 7","-0.000560619795232314, 0.0162316376806209, 0.255505351336391, 0.25444152005483, 0.197435763249799, 0.00847684103753498, 0.000782182392960887","0.807458221941314, 7.55330125929281e-05, 0.0109311977608866, 0.0075122723824073, 0.247129049883766, 0.00244254564649949, 0.0998647742583054","0.0115763196798221","0.0210751731339405","0.654477815697813","1.08950575860076e-11"
"2548","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 8","0.00166397414455264, 0.010645010345696, 0.132963642502968, -0.0460556502911274, 0.389977872805935, 0.0106434836783319, 0.00111753991170624","0.358787386229705, 0.00125681688091214, 0.0295054924318399, 0.584826003568381, 0.000329183896608848, 2.04542745714551e-05, 0.00141832016076951","0.00861393382164412","0.00584731542913271","0.725548269045088","3.23395035887103e-14"
"2549","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 9","-0.00115239621173804, 0.0128135170496813, 0.178128514687074, 0.139978384175368, 0.383244310997895, 0.00976794591590429, 0.00063363988507452","0.611793563915846, 0.00127838295816415, 0.0203507259049714, 0.106532747785577, 0.0025659285769488, 0.00115418562824803, 0.532747810520112","0.011243327365739","0.0109421382359475","0.611790936486716","2.0218353727364e-10"
"2550","Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND","7","cv 10","-0.00102395797991706, 0.017638072229428, 0.259454759768266, 0.190898153306431, 0.177439228504052, 0.00438852435434604, 0.00088340846051884","0.656498444816729, 3.322632183439e-06, 0.00145090996512936, 0.0185603222665859, 0.183871256731897, 0.47585479449738, 0.0247165452086241","0.00987909775691709","0.00756678126019169","0.656651707228267","9.29566729185894e-12"
"2551","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 1","0.0113743247074782, -0.0174261842901176, -0.0196900983310385, 0.0392598188186946, 0.108722818561231, 0.648803223577824, 0.00637369151394863","7.03548329081882e-07, 5.29472599887704e-06, 6.37398474545851e-07, 0.0112407671203571, 0.0555788096412828, 6.48264084560204e-10, 0.147914921193253","0.00966730858349488","0.00734828885621195","0.640409433301828","2.96973346791464e-11"
"2552","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 2","0.0117694269630493, -0.0175748168287152, -0.0184846647866134, 0.0368533618543919, 0.0632350205875641, 0.614820336321876, 0.00901474332582692","3.64027728893513e-06, 3.23094352002528e-05, 3.01782595327661e-06, 0.026022060632126, 0.301886831673204, 4.6141202248756e-11, 0.000307819516546747","0.0104434949967858","0.00857485268372008","0.68947683520758","7.37720106222849e-13"
"2553","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 3","0.0132387912334408, -0.0157519132686363, -0.0172764414698585, 0.0218382479356664, 0.100800824932745, 0.55878368776307, 0.00875654443108228","1.82018615304145e-07, 3.13034958279637e-05, 8.09666825752169e-06, 0.121762045244018, 0.0802191919563168, 3.55973873885961e-09, 0.00147169936415755","0.00982766960284656","0.00736321293428066","0.683092816305265","1.23344753886158e-12"
"2554","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 4","0.0126471976414797, -0.0148235226082443, -0.0170554267261727, -0.00159716888067836, 0.0483447857023741, 0.534138842383475, 0.00837342911706367","3.32516761488434e-11, 4.14930513077958e-07, 1.20989259634845e-08, 0.871778159184235, 0.244951633462637, 2.64887238292321e-10, 1.05584808188065e-05","0.00709640355118005","0.00447455191866347","0.734945374162667","1.33511723434106e-14"
"2555","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 5","0.011615677906546, -0.0124917523008764, -0.0148917378988372, 0.0382960680127946, 0.0569105664844184, 0.615888761253476, 0.00146838988898382","1.55208085159632e-07, 0.000739016893952229, 5.02710027499271e-05, 0.0113141370510173, 0.280184328694298, 2.06899385144312e-09, 0.775100877644272","0.00934850343745535","0.00677716878123903","0.650882595748495","1.41340531187042e-11"
"2556","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 6","0.0108708072424776, -0.0155846998119921, -0.0152281640188227, -0.00642345746938834, -0.00628533354549482, 0.675549263232736, 0.0122569716419852","1.78257483786726e-07, 2.82162537484237e-06, 1.22386013678249e-05, 0.677607192866293, 0.896565649980036, 1.0421422805491e-11, 1.33232942489585e-06","0.00848729761703478","0.00571574614919614","0.770219996622449","3.52000190617414e-16"
"2557","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 7","0.0120065632398264, -0.0179583091495405, -0.0205918415393913, 0.0192835920251135, 0.116689815840723, 0.662207684013236, 0.00320846515774621","1.04519127221576e-07, 5.51688604597994e-06, 2.89777076299011e-06, 0.263307245709352, 0.0526093812697008, 2.21714888244123e-11, 0.327089561188562","0.00990269750329506","0.0075597839755994","0.721760010805347","4.57928261436977e-14"
"2558","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 8","0.0121487272418969, -0.014133984256233, -0.0191310507835035, 0.0140810502005537, 0.0822838128882904, 0.567163459802657, 0.00485304561868944","8.61784208253806e-08, 6.62856084210495e-06, 2.28270533772115e-06, 0.207881208166656, 0.0955817512515293, 1.02650978679251e-09, 0.194158687890734","0.00829279189883872","0.00536151298706159","0.681121865420983","1.44242797115289e-12"
"2559","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 9","0.00978033914371214, -0.0141830659109849, -0.0200209150076381, 0.0380105394899422, 0.139578065063677, 0.646516423119238, 0.00447631071720185","6.42615976127119e-05, 0.000313990946348041, 2.53982773653827e-06, 0.0171117632721428, 0.00950262386057886, 8.63959250261577e-11, 0.487297499399347","0.0103998631965826","0.0084955847496324","0.719223293177347","5.76462830257969e-14"
"2560","Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS","7","cv 10","0.00986885663176568, -0.0176411207236165, -0.0200919735209458, -0.00796002982585538, 0.135829916341354, 0.665681225153933, 0.0083890458258411","3.45280107342641e-07, 4.18043049292677e-08, 2.04655506769963e-09, 0.611725189752995, 0.00778924861783395, 3.01216681761965e-10, 1.62295994551604e-05","0.00779228535103508","0.00492540857895478","0.799229607936235","1.12028435661436e-17"
"2561","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 1","0.0137518920334184, -0.0244025966420274, -0.0168420680081595, 0.172851403985978, 0.116428247757962, 0.278240946430673, 0.00284274918560082","8.55195049519263e-09, 2.08350211251865e-09, 3.00436354873905e-05, 0.0308312471107347, 0.13724766605729, 0.0138945933080876, 0.257585538730181","0.0098600943376024","0.00725623187921725","0.614488802553262","1.69837979334927e-10"
"2562","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 2","0.0113721596282491, -0.0218140733691543, -0.0156182115039484, 0.240910076618748, 0.197153031624592, 0.2580814132793, 0.00258748216315792","2.63822700083539e-08, 3.92584576868726e-11, 5.94502366019484e-07, 0.00015023853032921, 0.00498569282506734, 0.00655137383242284, 0.298365483844931","0.00755930830701933","0.00447467420811201","0.745420391411265","4.78999314931136e-15"
"2563","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 3","0.0108181036015391, -0.0191561684755843, -0.0149508948114116, 0.242441939562022, 0.0651350366444434, 0.377601084295165, 0.00154877295701088","2.64468753274341e-08, 2.45404881947391e-08, 1.26090308557465e-06, 0.000302787490117839, 0.365257704754684, 0.000747941229638073, 0.0409134332122661","0.0079461708058413","0.00501658034629533","0.753755231608547","2.05321127412402e-15"
"2564","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 4","0.00768580907914414, -0.0190269136327397, -0.0170010115254097, 0.279605982416107, 0.210169628257237, 0.45169871936038, 0.000197346106734688","2.25356592566254e-05, 3.01935597174419e-10, 7.26415498538683e-09, 1.83017640856525e-07, 0.00531387335898726, 6.35310117552509e-08, 0.493789022350892","0.00673510107497179","0.00790885916559767","0.866704209733387","3.04435922493644e-22"
"2565","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 5","0.0113303716211762, -0.0216701030350615, -0.0183155233265598, 0.346391461788305, 0.192018669462212, 0.251477202892332, 0.00108639187741308","8.89156976228101e-08, 7.2661591698976e-08, 8.15952751907568e-08, 2.99169460685626e-05, 0.0120447761518691, 0.0239811594352252, 0.225138620010134","0.00895620981960516","0.00748726896529628","0.727382975446965","2.72769320898944e-14"
"2566","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 6","0.012557508016998, -0.02475587114682, -0.0197733416138602, 0.236316988871987, 0.177458979210264, 0.396002348936386, 0.000464669944241234","1.03678784059338e-06, 4.59140738958358e-07, 8.55265741048582e-07, 0.00326265426138362, 0.0539005121148155, 0.0037283258320627, 0.276410779989171","0.0105843534886718","0.00893227815980132","0.724187036557121","3.66658301445685e-14"
"2567","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 7","0.0115634716448354, -0.0213360774073689, -0.0169775297606655, 0.226878045032045, 0.197012319740665, 0.301751059059731, -0.00182916504695401","7.29332905263356e-06, 1.26035942823509e-06, 2.04195472198258e-05, 0.00324634138795961, 0.0521976584188318, 0.0105716008295547, 0.455046753222299","0.0105171392381924","0.00850892627703054","0.604584594265831","3.20091206451687e-10"
"2568","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 8","0.0118582883830037, -0.0226198519245689, -0.0160903186630042, 0.218698440937682, 0.114157716000294, 0.414660505561859, 0.0016095216502538","1.72632618224754e-08, 7.44023038858418e-10, 3.83362631446209e-07, 0.000356811673256962, 0.131964205393936, 0.000101312446157628, 0.0404104717448136","0.00813670129155347","0.00482814808382943","0.764924826108627","6.29267469148367e-16"
"2569","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 9","0.0100445699492553, -0.0242721771272848, -0.0160578857847137, 0.256157506226165, 0.286650831162283, 0.363343938218247, 0.00144693398291486","9.05547073027416e-07, 3.4705863549798e-10, 2.38737434274556e-05, 0.000261123817542666, 0.00134962832008129, 0.000606764418392304, 0.531201021781516","0.00878156206886048","0.00612498913408472","0.72877279775952","2.39576251728292e-14"
"2570","Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_USSLIND","7","cv 10","0.0125336806027933, -0.0249099708282176, -0.0199465429977064, 0.243289627161159, 0.145482165091656, 0.330504651959372, 0.000333937131575173","2.6441814536818e-09, 1.33850807071481e-10, 3.119607326711e-09, 5.20829752236344e-05, 0.0517809590861347, 0.000586823577352054, 0.333714197478979","0.00835362569111775","0.00766842708935615","0.792070203026878","2.74444994473837e-17"
"2571","Q1 Q3 Q4 xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 1","0.0200432836729587, -0.0021735512306244, -0.0224648655126654, -0.0161021730611511, 0.570889383550515, -2.21595018250847, 0.0105493513479758","0.00217465563912077, 0.54418173319018, 2.07345898075344e-07, 4.25016966909796e-05, 8.56964878710827e-12, 0.387112481761609, 2.70907494720994e-05","0.00909871780998023","0.00630005177700305","0.732925248727242","1.61915110785966e-14"
"2572","Q1 Q3 Q4 xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 2","0.0123070688326861, 0.00192744121797058, -0.0185412367606478, -0.0206629960736675, 0.569890791957743, 0.280145183819842, 0.0084853595794917","0.110105809640593, 0.677290885200415, 0.000238053907709917, 0.000317780034347347, 3.07127987828406e-07, 0.925045546744038, 0.00233388523938411","0.011294403475415","0.0100376709041331","0.629727910046111","6.18818750425692e-11"
"2573","Q1 Q3 Q4 xYield_NYXRSA xYield_POPTHM xYield_TB3MS","7","cv 3","0.00996295867150383, -7.27452658925054e-05, -0.016643530102988, -0.0211602540927083, 0.56909856224895, 1.32342073880927, 0.00898887461996888","0.141029808123896, 0.985444286636836, 5.53202160206989e-05, 5.687354119446e-07, 1.37747650049042e-09, 0.644556142155921, 0.000102075671007482","0.00944073577358877","0.0073134135921486","0.655237189901487","1.03085212692817e-11"
