,mindex,n,predictors,rsquare,adjr,adjrRound,predrsq,cp,cpd,aic,sbic,sbc,msep,fpe,apc,hsp
78,16298,12,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.883645504,0.865028785,0.87,0.730196786,22.28335222,10,-606.0221268,-854.6126743,-571.3394114,6.00E-05,5.86E-05,0.156690721,6.90E-07
61,14931,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.880372846,0.864836852,0.86,0.810511006,20.65395808,11,-607.5811537,-856.9730804,-577.8531119,5.85E-05,5.75E-05,0.153806341,6.73E-07
39,15940,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.881650888,0.864521412,0.86,0.815457619,21.72818629,11,-606.5263641,-855.6249458,-574.3209855,5.94E-05,5.82E-05,0.155722516,6.83E-07
82,15941,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.881502901,0.864352006,0.86,0.800703358,21.83538304,11,-606.4163954,-855.5456115,-574.2110168,5.95E-05,5.83E-05,0.155917235,6.84E-07
49,15942,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.881425713,0.864263645,0.86,0.725289858,21.89129578,11,-606.3590913,-855.5042582,-574.1537127,5.95E-05,5.83E-05,0.156018799,6.84E-07
84,15943,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.881156105,0.863955015,0.86,0.778394284,22.08659077,11,-606.1592288,-855.3599611,-573.9538502,5.97E-05,5.85E-05,0.156373546,6.86E-07
99,15944,11,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.881043704,0.863826346,0.86,0.768440995,22.16801015,11,-606.076039,-855.2998688,-573.8706605,5.97E-05,5.85E-05,0.156521442,6.87E-07
30,15945,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.880905942,0.863668644,0.86,0.801822328,22.26780054,11,-605.974186,-855.2262703,-573.7688074,5.98E-05,5.86E-05,0.156702708,6.87E-07
86,16299,12,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.882828033,0.864080518,0.86,0.772742973,22.87550146,11,-605.4060273,-854.1847886,-570.7233119,6.04E-05,5.90E-05,0.157791582,6.95E-07
89,16300,12,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.881975239,0.863091277,0.86,0.798435254,23.49323757,11,-604.7678701,-853.7404208,-570.0851547,6.09E-05,5.94E-05,0.158940012,7.00E-07
68,16376,13,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.884232747,0.863895257,0.86,0.728508742,23.85797283,11,-604.4673888,-852.8224359,-567.3073366,6.13E-05,5.97E-05,0.159571078,7.05E-07
90,9908,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS,0.87627513,0.863746029,0.86,0.846967625,19.62220779,12,-608.6172741,-858.6769204,-583.8439059,5.75E-05,5.68E-05,0.151915346,6.61E-07
69,12916,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.877322302,0.863167183,0.86,0.838242148,20.86367122,12,-607.3652506,-857.2930025,-580.1145456,5.85E-05,5.76E-05,0.154133518,6.72E-07
83,14932,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.879153428,0.863459068,0.86,0.706884755,21.53726394,12,-606.6886681,-856.3056102,-576.9606263,5.91E-05,5.81E-05,0.155374164,6.79E-07
71,14933,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.878437793,0.862650493,0.86,0.765326694,22.05564628,12,-606.1690824,-855.9161678,-576.4410406,5.94E-05,5.84E-05,0.156294266,6.83E-07
32,14934,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.878408677,0.862617596,0.86,0.828110432,22.07673672,12,-606.1480078,-855.9003586,-576.419966,5.95E-05,5.85E-05,0.156331701,6.84E-07
76,14935,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.877951354,0.86210088,0.86,0.802850301,22.40800676,12,-605.8176473,-855.6524027,-576.0896055,5.97E-05,5.87E-05,0.156919688,6.86E-07
73,15946,11,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.880569099,0.863283048,0.86,0.82831387,22.51179847,12,-605.7256401,-855.0465587,-573.5202615,6.00E-05,5.88E-05,0.157145922,6.89E-07
103,15947,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.880395847,0.86308472,0.86,0.707927725,22.63729657,12,-605.5980756,-854.9542603,-573.392697,6.00E-05,5.88E-05,0.157373885,6.90E-07
98,15948,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.879764158,0.862361602,0.86,0.760714455,23.09487152,12,-605.1345266,-854.6185058,-572.929148,6.04E-05,5.92E-05,0.158205056,6.94E-07
35,16301,12,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.881844961,0.862940155,0.86,0.723357407,23.58760618,12,-604.6707881,-853.6727163,-569.9880727,6.09E-05,5.95E-05,0.159115452,7.00E-07
62,16302,12,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.881717875,0.862792735,0.86,0.796703902,23.67966322,12,-604.5761872,-853.6067159,-569.8934718,6.10E-05,5.96E-05,0.159286595,7.01E-07
63,16303,12,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.881714655,0.862789,0.86,0.807369567,23.68199584,12,-604.5737914,-853.6050441,-569.891076,6.10E-05,5.96E-05,0.159290931,7.01E-07
97,16377,13,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.882125004,0.861417234,0.86,0.784576174,25.38475259,12,-602.8796069,-851.7570537,-565.7195547,6.24E-05,6.07E-05,0.162476346,7.18E-07
41,12917,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS,0.876234715,0.861954105,0.86,0.817580073,21.65148304,13,-606.5885334,-856.6908169,-579.3378285,5.90E-05,5.81E-05,0.155499973,6.78E-07
46,12918,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS,0.876062381,0.861761886,0.86,0.815358759,21.77631639,13,-606.4660849,-856.5957702,-579.2153799,5.91E-05,5.82E-05,0.155716496,6.79E-07
44,12919,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.875351183,0.860968627,0.86,0.800115648,22.29148463,13,-605.9625531,-856.204598,-578.7118482,5.94E-05,5.86E-05,0.156610052,6.83E-07
65,14936,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.87767949,0.86179371,0.86,0.830690084,22.60493582,13,-605.621845,-855.5053215,-575.8938033,5.98E-05,5.88E-05,0.157269227,6.88E-07
191,14937,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.877639811,0.861748877,0.86,0.81241102,22.63367842,13,-605.5933033,-855.4838744,-575.8652615,5.98E-05,5.88E-05,0.157320244,6.88E-07
184,14938,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_TB3MS,0.877109058,0.861149196,0.86,0.822841481,23.01813776,13,-605.2124181,-855.1974848,-575.4843763,6.01E-05,5.91E-05,0.158002639,6.91E-07
189,14939,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.876895076,0.860907424,0.86,0.79689721,23.17313924,13,-605.0593227,-855.0822771,-575.3312809,6.02E-05,5.92E-05,0.158277759,6.92E-07
170,14940,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.87689436,0.860906615,0.86,0.783339021,23.173658,13,-605.0588107,-855.0818918,-575.330769,6.02E-05,5.92E-05,0.15827868,6.92E-07
165,15949,11,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.878781893,0.861237167,0.86,0.802423203,23.80639162,13,-604.4185328,-854.0988056,-572.2131542,6.09E-05,5.96E-05,0.159497509,7.00E-07
114,15950,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.878563576,0.860987252,0.86,0.798196615,23.96453294,13,-604.2601853,-853.9836907,-572.0548067,6.10E-05,5.97E-05,0.159784768,7.01E-07
133,15951,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.878158532,0.860523583,0.86,0.807081365,24.25793355,13,-603.9671548,-853.7704937,-571.7617762,6.12E-05,5.99E-05,0.160317721,7.03E-07
132,15952,11,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.878154714,0.860519212,0.86,0.778230853,24.26069931,13,-603.9643972,-853.7684863,-571.7590186,6.12E-05,5.99E-05,0.160322745,7.03E-07
178,16304,12,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.879334263,0.860027746,0.86,0.776157015,25.40627269,13,-602.8204504,-852.3771135,-568.137735,6.22E-05,6.08E-05,0.162496525,7.15E-07
159,12920,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS,0.874041359,0.85950767,0.86,0.829050186,23.24027755,14,-605.0426641,-855.4886419,-577.7919591,6.00E-05,5.92E-05,0.158255728,6.90E-07
107,14941,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS,0.876325436,0.860263804,0.86,0.812843205,23.58576787,14,-604.6530617,-854.7762947,-574.9250199,6.05E-05,5.95E-05,0.159010154,6.95E-07
130,14942,10,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.87605208,0.859954948,0.86,0.832340722,23.7837778,14,-604.4587714,-854.6298273,-574.7307296,6.06E-05,5.96E-05,0.159361611,6.97E-07
135,14943,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.875839837,0.859715141,0.86,0.746160795,23.93751972,14,-604.3082128,-854.5162678,-574.5801711,6.07E-05,5.97E-05,0.159634495,6.98E-07
171,14944,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.875748992,0.859612498,0.86,0.807566167,24.00332474,14,-604.243849,-854.4677052,-574.5158072,6.08E-05,5.97E-05,0.159751296,6.99E-07
125,14945,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.875599318,0.859443385,0.86,0.722437608,24.11174391,14,-604.1379068,-854.387751,-574.4098651,6.08E-05,5.98E-05,0.159943734,6.99E-07
131,14946,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.875263404,0.859063846,0.86,0.801090825,24.35506854,14,-603.9006047,-854.2085664,-574.1725629,6.10E-05,6.00E-05,0.160375623,7.01E-07
172,15953,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.877583849,0.859865722,0.86,0.781407996,24.67421521,14,-603.5530655,-853.4688418,-571.3476869,6.15E-05,6.02E-05,0.161073883,7.07E-07
152,15954,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.877447261,0.859709364,0.86,0.814364813,24.7731553,14,-603.4549324,-853.3972901,-571.2495539,6.15E-05,6.03E-05,0.161253605,7.07E-07
136,15955,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.877443664,0.859705247,0.86,0.80573599,24.77576066,14,-603.4523498,-853.3954067,-571.2469712,6.15E-05,6.03E-05,0.161258337,7.07E-07
180,15956,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.877213814,0.85944213,0.86,0.723946107,24.94225601,14,-603.2874639,-853.2751267,-571.0820854,6.16E-05,6.04E-05,0.161560771,7.09E-07
179,15957,11,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.87710569,0.859318356,0.86,0.748553614,25.02057778,14,-603.210006,-853.2185991,-571.0046274,6.17E-05,6.05E-05,0.16170304,7.09E-07
244,15958,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.876990962,0.859187023,0.86,0.723948818,25.10368267,14,-603.1278922,-853.1586569,-570.9225136,6.18E-05,6.05E-05,0.161853997,7.10E-07
157,15959,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.876770182,0.858934287,0.86,0.685424739,25.26360864,14,-602.9700887,-853.0434135,-570.7647101,6.19E-05,6.06E-05,0.162144497,7.11E-07
144,15960,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.876599505,0.858738907,0.86,0.790902412,25.38724151,14,-602.8482903,-852.9544209,-570.6429117,6.20E-05,6.07E-05,0.162369073,7.12E-07
112,16305,12,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.878923701,0.859551493,0.86,0.726309613,25.70367056,14,-602.5215406,-852.1668976,-567.8388252,6.24E-05,6.10E-05,0.163049416,7.18E-07
137,16306,12,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.877967453,0.858442245,0.86,0.788084914,26.39634526,14,-601.8292557,-851.6790547,-567.1465403,6.29E-05,6.14E-05,0.164337164,7.23E-07
174,12921,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS,0.87315458,0.85851857,0.86,0.813851138,23.88263149,15,-604.4252932,-855.0071747,-577.1745882,6.04E-05,5.96E-05,0.159369887,6.95E-07
236,12922,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.872305272,0.857571264,0.86,0.7974265,24.49784218,15,-603.8380429,-854.5484829,-576.587338,6.08E-05,6.00E-05,0.160436966,7.00E-07
231,14947,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.874915975,0.858671296,0.86,0.779324713,24.60673491,15,-603.6558386,-854.0236108,-573.9277969,6.12E-05,6.01E-05,0.160822318,7.03E-07
150,14948,10,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.87478003,0.858517696,0.86,0.770395102,24.70520881,15,-603.5602497,-853.9513426,-573.832208,6.12E-05,6.02E-05,0.160997104,7.04E-07
280,14949,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.874704423,0.858432271,0.86,0.808619853,24.75997589,15,-603.5071321,-853.9111749,-573.7790903,6.13E-05,6.02E-05,0.161094313,7.04E-07
118,14950,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.874547027,0.858254433,0.86,0.793913334,24.87398859,15,-603.3966558,-853.827612,-573.6686141,6.13E-05,6.03E-05,0.161296679,7.05E-07
129,14951,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.873990879,0.857626058,0.86,0.79452502,25.27684417,15,-603.0074032,-853.532964,-573.2793614,6.16E-05,6.06E-05,0.162011728,7.08E-07
163,14952,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.873878224,0.857498772,0.86,0.813057694,25.35844768,15,-602.9287644,-853.4733958,-573.2007226,6.17E-05,6.06E-05,0.16215657,7.09E-07
173,14953,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.873835252,0.85745022,0.86,0.832650975,25.38957467,15,-602.8987868,-853.4506843,-573.170745,6.17E-05,6.06E-05,0.162211818,7.09E-07
237,14954,10,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.873751497,0.857355588,0.86,0.773926397,25.45024425,15,-602.8403867,-853.4064337,-573.112345,6.17E-05,6.07E-05,0.162319504,7.10E-07
299,15961,11,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.876399221,0.858509634,0.86,0.774374639,25.53232068,15,-602.7055785,-852.8500995,-570.5001999,6.21E-05,6.08E-05,0.162632604,7.13E-07
138,15962,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.876110782,0.858179448,0.86,0.798297953,25.74125606,15,-602.5004582,-852.7000668,-570.2950796,6.22E-05,6.09E-05,0.163012129,7.15E-07
454,15963,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.87592546,0.857967302,0.86,0.794941718,25.87549767,15,-602.3689197,-852.603798,-570.1635411,6.23E-05,6.10E-05,0.163255974,7.16E-07
238,16307,12,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.877430257,0.857819098,0.86,0.684814735,26.78547211,15,-601.4427238,-851.4060803,-566.7600083,6.32E-05,6.17E-05,0.165060587,7.27E-07
202,12923,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.872198867,0.857452583,0.86,0.830099612,24.57491807,16,-603.7647455,-854.4911827,-576.5140405,6.09E-05,6.00E-05,0.160570654,7.00E-07
123,12924,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.87187719,0.857093789,0.86,0.834306355,24.80793007,16,-603.5435269,-854.3181796,-576.2928219,6.10E-05,6.02E-05,0.160974812,7.02E-07
134,12925,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.871830728,0.857041965,0.86,0.822156657,24.84158611,16,-603.5116202,-854.2932189,-576.2609152,6.11E-05,6.02E-05,0.161033188,7.02E-07
245,12926,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.871599545,0.856784108,0.86,0.809185548,25.0090473,16,-603.3530349,-854.1691273,-576.1023299,6.12E-05,6.03E-05,0.161323649,7.03E-07
169,14955,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.873435667,0.856998741,0.86,0.821658979,25.67902113,16,-602.6205161,-853.2397648,-572.8924743,6.19E-05,6.08E-05,0.162725571,7.12E-07
199,14956,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.87337924,0.856934985,0.86,0.671896022,25.7198951,16,-602.5812911,-853.2100194,-572.8532493,6.19E-05,6.09E-05,0.16279812,7.12E-07
218,14957,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.873257896,0.856797883,0.86,0.765202893,25.80779223,16,-602.4969992,-853.1460869,-572.7689574,6.20E-05,6.09E-05,0.162954133,7.13E-07
210,14958,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.873179683,0.856709512,0.86,0.796207291,25.86444756,16,-602.4427105,-853.1049022,-572.7146687,6.20E-05,6.10E-05,0.163054693,7.13E-07
198,14959,10,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.873008742,0.85651637,0.86,0.757198982,25.98827175,16,-602.324175,-853.0149552,-572.5961333,6.21E-05,6.10E-05,0.163274475,7.14E-07
201,14960,10,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.872690096,0.856156342,0.86,0.81056545,26.21908818,16,-602.1036425,-852.8475261,-572.3756007,6.23E-05,6.12E-05,0.163684162,7.16E-07
142,15964,11,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.875050099,0.856965244,0.86,0.776303991,26.50958016,16,-601.7502489,-852.1504219,-569.5448703,6.27E-05,6.15E-05,0.164407765,7.21E-07
